3do	Corpse Killer
3do	Crime Patrol
3do	Demolition Man
3do	Drug Wars
3do	Last Bounty Hunter, The
3do	Mad Dog McCree
3do	Mad Dog II - The Lost Gold
3do	Space Pirates
arcade	aplatoon
arcade	area51
arcade	area51mx
arcade	avigo
arcade	bang
arcade	bbh
arcade	bbh2sp
arcade	bbhcotw
arcade	bbhsc
arcade	bbusters
arcade	bonanza
arcade	borntofi
arcade	bparty
arcade	bubbletr
arcade	buzzundr
arcade	carnevil
arcade	carnking
arcade	cashcade
arcade	cgc7900
arcade	cheyenne
arcade	chiller
arcade	claybust
arcade	claypign
arcade	cluedo
arcade	cmi2x
arcade	cndypuzl
arcade	combat
arcade	confmiss
arcade	copera
arcade	cracksht
arcade	crimep2
arcade	crimepat
arcade	critcrsh
arcade	crossbow
arcade	cryptklr
arcade	cyclshtg
arcade	deerhunt
arcade	desertgu
arcade	dimtouch
arcade	dragngun
arcade	dreamwv
arcade	duckhunt
arcade	eggventr
arcade	eldoralg
arcade	evilngt
arcade	falcon30
arcade	fashiong
arcade	fastdraw
arcade	fstation
arcade	funcube
arcade	funcube2
arcade	funcube3
arcade	funcube4
arcade	funcube5
arcade	funlddlx
arcade	g13knd
arcade	gallgall
arcade	gdfs
arcade	genmagi
arcade	ghlpanic
arcade	ghoshunt
arcade	golgo13
arcade	gollygho
arcade	greatgun
arcade	gtfore01
arcade	gtfore02
arcade	gtfore03
arcade	gtfore04
arcade	gtfore05
arcade	gtfore06
arcade	gunbustr
arcade	gunchamp
arcade	gunmania
arcade	hammer
arcade	haremchl
arcade	hidctch3
arcade	hitnmiss
arcade	hogalley
arcade	hotd
arcade	hotd2
arcade	hp9845c
arcade	hp9845t
arcade	invasnab
arcade	jdredd
arcade	kdeadeye
arcade	kyhatonu
arcade	lasstixx
arcade	lastbh
arcade	le2
arcade	lethalen
arcade	lethalj
arcade	lghost
arcade	lockload
arcade	loffire
arcade	lordgun
arcade	lostwsga
arcade	lsrquiz
arcade	lsrquiz2i
arcade	lsrquizg
arcade	luckywld
arcade	lupinsho
arcade	maddog
arcade	maddog2
arcade	magimask
arcade	magtcha5
arcade	magtouch
arcade	maletmad
arcade	marvice
arcade	maxforce
arcade	mechatt
arcade	megat
arcade	megat2
arcade	megat3
arcade	megat4
arcade	megat5
arcade	megat6
arcade	megat7e
arcade	mgnumber
arcade	mgprem11
arcade	mini2440
arcade	mo5
arcade	mo5nr
arcade	mo6
arcade	mok
arcade	monopldx
arcade	monopoly
arcade	monspdr
arcade	mtchxl5k
arcade	mtchxl6k
arcade	mtchxlgld
arcade	mtchxlti
arcade	mtjpoker
arcade	mtouchxl
arcade	nevada
arcade	nstocker
arcade	nycaptor
arcade	odeontw
arcade	odeontw2
arcade	oneshot
arcade	opwolf
arcade	opwolf3
arcade	palmz22
arcade	partygrs
arcade	pballpup
arcade	pbst30
arcade	pc_duckh
arcade	pc_hgaly
arcade	pc_wgnmn
arcade	peke0004
arcade	peke1001
arcade	pex0006k
arcade	pico
arcade	pilot1k
arcade	pntnpuzl
arcade	policetr
arcade	ppsatan
arcade	psion5mx
arcade	ptblank
arcade	ptblank2
arcade	quickjac
arcade	rapidfir
arcade	rchase
arcade	realbrod
arcade	rex6000
arcade	scrabble
arcade	sgunner
arcade	sgunner2
arcade	shootgal
arcade	showdown
arcade	shtngmst
arcade	skattv
arcade	snlad
arcade	spacepir
arcade	sshooter
arcade	sshot
arcade	ste
arcade	streetg
arcade	streetg2
arcade	swclone
arcade	targeth
arcade	tickee
arcade	timecris
arcade	timecrs2
arcade	tm
arcade	tm2k
arcade	tm3k
arcade	tm4k
arcade	tm5k
arcade	tm7k
arcade	tm8k
arcade	tmntmutm
arcade	to7
arcade	to770
arcade	to8
arcade	to9
arcade	to9p
arcade	totlvice
arcade	tqst
arcade	trivialp
arcade	trivrus
arcade	trophyh
arcade	tt030
arcade	turkhunt
arcade	tutstomb
arcade	undrfire
arcade	vcop
arcade	vcop2
arcade	vectrex
arcade	virtpool
arcade	vsfdf
arcade	vsgshoe
arcade	whodunit
arcade	wschamp
arcade	wsjr
arcade	yukon
arcade	zeropnt
arcade	zeropnt2
arcade	zombraid
arcade	zortonbr
atari2600	Sentinel
c64	Army Days
c64	Gangster
c64	High Noon
c64	Operation Thunderbolt
c64	Operation Wolf
c64	Time Traveller
dreamcast	Confidential Mission
dreamcast	Death Crimson 2
dreamcast	Death Crimson OX
dreamcast	Demolition Racer - No Exit
dreamcast	House of the Dead 2, The
dreamcast	Silent Scope
dreamcast	Virtua Cop 2
genesis	Body Count
genesis	Lethal Enforcers
genesis	Lethal Enforcers II - Gun Fighters
genesis	Menacer - 6-Game Cartridge
genesis	T2 - The Arcade Game
nes	3 in 1 Supergun
nes	Adventures of Bayou Billy, The
nes	Barker Bill's Trick Shooting
nes	Chiller
nes	Crime Busters
nes	Duck Hunt
nes	Freedom Force
nes	Gotcha! - The Sport!
nes	Gumshoe
nes	Hogan's Alley
nes	Laser Invasion
nes	Lone Ranger, The
nes	Mechanized Attack
nes	Mission Cobra
nes	Operation Wolf
nes	Shooting Range
nes	Space Shadow
nes	Track & Field II
nes	Wild Gunman
psx	Area 51
psx	Crypt Killer
psx	Die Hard Trilogy
psx	Die Hard Trilogy 2: Viva Las Vegas
psx	Elemental Gearbolt
psx	Extreme Ghostbusters - The Ultimate Invasion
psx	Ghoul Panic
psx	Gunfighter - The Legend of Jesse James
psx	Guntu - Western Front June, 1944 - Tetsu no Kioku
psx	Judge Dredd
psx	Lethal Enforcers I&II
psx	Maximum Force
psx	Mighty Hits Special
psx	Point Blank
psx	Point Blank 2
psx	Point Blank 3
psx	Policenauts
psx	Project - Horned Owl
psx	Puffy no P.S. I Love You
psx	Rescue Shot
psx	Resident Evil - Survivor
psx	Silent Hill
psx	Snatcher
psx	Star Wars - Rebel Assault II - The Hidden Empire
psx	Time Crisis
psx	Time Crisis - Project Titan
segacd	Corpse Killer
segacd	Crime Patrol
segacd	Lethal Enforcers
segacd	Lethal Enforcers II - Gun Fighters
segacd	Mad Dog II - The Lost Gold
segacd	Mad Dog McCree
segacd	Snatcher
segacd	Who Shot Johnny Rock
snes	Battle Clash
snes	Bazooka Blitzkrieg
snes	Hunt for Red October, The
snes	Lamborghini American Challenge
snes	Lethal Enforcers
snes	Metal Combat - Falcon's Revenge
snes	Operation Thunderbolt
snes	Shien's Revenge
snes	Super Scope 6
snes	Terminator 2 - Judgment Day
snes	Tin Star
snes	X Zone
snes	Yoshi's Safari
